,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4219,0.7295,0.6609,,1.9341
1,,1,1.2539,0.8086,0.8019,,3.8670
2,,2,1.1641,0.8594,0.8453,,5.8002
3,,3,1.1055,0.8916,0.8343,,7.6458
4,,4,1.1094,0.8740,0.7970,,9.4917
5,,5,1.1211,0.8760,0.8355,,11.3374
6,,6,1.0811,0.8945,0.8377,,13.1843
7,,7,1.0947,0.8896,0.8559,,15.0314
8,,8,1.1143,0.8789,0.8489,,16.8783
9,,9,1.1123,0.8691,0.8324,,18.7274
10,,10,1.0889,0.8760,0.8664,,20.5746
11,,11,1.0869,0.8838,0.8758,,22.4233
12,,12,1.0459,0.9141,0.8639,,24.2704
13,,13,1.0625,0.9092,0.8519,,26.1192
14,,14,1.0410,0.9121,0.8810,,27.9671
15,,15,1.0361,0.9121,0.8860,,29.8138
16,,16,1.0107,0.9307,0.8776,,31.6620
17,,17,1.0352,0.9121,0.8455,,33.5109
18,,18,0.9961,0.9365,0.8811,,35.3593
19,,19,1.0273,0.9209,0.8846,,37.2091
20,,20,0.9761,0.9453,0.8935,,39.0577
21,,21,0.9819,0.9404,0.8996,,40.9071
22,,22,0.9746,0.9443,0.9000,,42.7566
23,,23,0.9546,0.9600,0.9000,,44.6072
24,,24,0.9956,0.9346,0.9164,,46.4558
25,,25,0.9565,0.9609,0.8950,,48.3059
26,,26,0.9355,0.9688,0.9074,,50.1555
27,,27,0.9380,0.9668,0.9015,,52.0059
28,,28,0.9033,0.9873,0.9249,,53.8550
29,,29,0.9111,0.9785,0.9339,,55.7046
30,,30,0.8931,0.9893,0.9244,,57.5538
31,,31,0.8799,0.9971,0.9404,,59.4021
32,,32,0.8779,0.9980,0.9411,,61.2498
33,,33,0.8730,1.0000,0.9477,,63.0980
34,,34,0.8735,0.9980,0.9483,,64.9437
35,,35,0.8696,1.0000,0.9469,,66.7884
36,,36,0.8701,1.0000,0.9481,,68.6341
37,,eval,0.8701,1.0000,0.9481,0.9543,69.3818
