,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8013,0.7227,0.5958,,2.3070
1,,1,0.5469,0.8213,0.7299,,3.8670
2,,2,0.4568,0.8457,0.7610,,5.1501
3,,3,0.5190,0.8330,0.7012,,6.5883
4,,4,0.5029,0.8193,0.7757,,8.5062
5,,5,0.4526,0.8545,0.7392,,10.5568
6,,6,0.4497,0.8467,0.8055,,12.6736
7,,7,0.3965,0.8652,0.8348,,14.6718
8,,8,0.3181,0.8896,0.8178,,16.8084
9,,9,0.3123,0.8955,0.8610,,18.8000
10,,10,0.2773,0.9053,0.8706,,20.9401
11,,11,0.1931,0.9385,0.9030,,22.9343
12,,12,0.2086,0.9258,0.8984,,25.0783
13,,13,0.1284,0.9502,0.9231,,27.2173
14,,14,0.0822,0.9814,0.9372,,29.2130
15,,15,0.0574,0.9912,0.9399,,31.2635
16,,eval,0.0574,0.9912,0.9399,0.9464,31.8863
