,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8433,0.7041,0.6343,,1.0766
1,,1,0.5586,0.8018,0.7109,,1.5927
2,,2,0.5850,0.7988,0.6167,,2.0369
3,,3,0.4873,0.8438,0.6161,,2.4500
4,,4,0.4741,0.8369,0.7686,,2.8608
5,,5,0.4165,0.8662,0.7930,,3.2720
6,,6,0.3447,0.8896,0.8200,,3.6828
7,,7,0.3486,0.8926,0.7907,,4.0943
8,,8,0.3313,0.8916,0.8023,,4.5051
9,,9,0.3215,0.8936,0.8587,,4.9163
10,,10,0.2708,0.9004,0.8799,,5.3270
11,,11,0.2024,0.9395,0.8971,,5.7383
12,,12,0.1715,0.9463,0.8992,,6.1490
13,,13,0.1149,0.9639,0.9179,,6.5606
14,,14,0.0726,0.9805,0.9332,,6.9713
15,,15,0.0547,0.9893,0.9356,,7.3825
16,,eval,0.0547,0.9893,0.9356,0.9429,7.5607
