,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.3867,0.7510,0.6892,,15.3235
1,,1,1.2490,0.8291,0.7868,,30.5917
2,,2,1.1641,0.8574,0.8465,,45.7084
3,,3,1.1338,0.8721,0.8439,,60.2409
4,,4,1.1211,0.8711,0.8370,,74.7697
5,,5,1.0801,0.8994,0.8317,,89.3576
6,,6,1.0947,0.8984,0.8456,,103.8521
7,,7,1.0918,0.8848,0.8060,,118.3366
8,,8,1.0947,0.8818,0.8554,,132.8066
9,,9,1.0869,0.8916,0.8196,,146.6781
10,,10,1.0518,0.9053,0.8228,,159.1083
11,,11,1.0576,0.9043,0.8568,,171.5129
12,,12,1.0557,0.9023,0.8688,,183.9182
13,,13,1.0312,0.9199,0.8660,,196.2797
14,,14,1.0342,0.9180,0.8716,,208.6796
15,,15,1.0264,0.9180,0.8623,,221.1224
16,,16,1.0410,0.9150,0.8755,,233.5072
17,,17,1.0195,0.9229,0.8533,,245.9531
18,,18,1.0000,0.9287,0.8955,,256.7853
19,,19,1.0176,0.9336,0.8834,,265.0578
20,,20,0.9980,0.9346,0.8870,,273.3100
21,,21,0.9873,0.9307,0.8745,,281.5770
22,,22,1.0010,0.9404,0.8887,,289.8418
23,,23,0.9780,0.9404,0.8967,,298.1313
24,,24,0.9707,0.9521,0.9084,,304.3461
25,,25,0.9546,0.9541,0.8949,,310.5598
26,,26,0.9360,0.9727,0.9115,,316.7792
27,,27,0.9199,0.9795,0.9143,,322.9808
28,,28,0.9116,0.9814,0.9239,,329.1996
29,,29,0.9062,0.9814,0.9306,,335.4072
30,,30,0.8940,0.9902,0.9299,,341.6020
31,,31,0.8818,0.9941,0.9409,,347.4787
32,,32,0.8779,0.9990,0.9399,,351.6400
33,,33,0.8755,0.9971,0.9459,,355.7864
34,,34,0.8735,1.0000,0.9485,,359.9418
35,,35,0.8711,0.9990,0.9504,,364.0915
36,,36,0.8691,1.0000,0.9513,,368.2367
37,,eval,0.8691,1.0000,0.9513,0.9559,369.8242
