,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8701,0.6846,0.6860,,1.9402
1,,1,0.5898,0.8018,0.7328,,3.8375
2,,2,0.5972,0.7949,0.6289,,5.2464
3,,3,0.4670,0.8369,0.5589,,6.4672
4,,4,0.5073,0.8330,0.7178,,7.7742
5,,5,0.4102,0.8691,0.7285,,8.9823
6,,6,0.4436,0.8525,0.8308,,10.2176
7,,7,0.3496,0.8828,0.8514,,11.5271
8,,8,0.3296,0.8994,0.8278,,12.4785
9,,9,0.3408,0.8877,0.8575,,13.3882
10,,10,0.2428,0.9258,0.8737,,14.1895
11,,11,0.2048,0.9346,0.9064,,14.6633
12,,12,0.1669,0.9414,0.8914,,15.0996
13,,13,0.1183,0.9590,0.9150,,15.5403
14,,14,0.0924,0.9775,0.9293,,15.9915
15,,15,0.0549,0.9883,0.9340,,16.4806
16,,eval,0.0549,0.9883,0.9340,0.9430,16.8231
