,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8120,0.7178,0.7214,,3.0863
1,,1,0.6802,0.7715,0.7024,,6.3228
2,,2,0.5176,0.8252,0.7843,,9.3654
3,,3,0.5688,0.8096,0.5461,,12.2762
4,,4,0.4753,0.8486,0.5221,,15.1027
5,,5,0.4404,0.8545,0.7862,,18.0821
6,,6,0.4431,0.8428,0.7932,,20.6447
7,,7,0.3604,0.8887,0.8415,,23.0091
8,,8,0.3044,0.8936,0.7802,,25.9144
9,,9,0.3118,0.8945,0.8705,,28.2163
10,,10,0.2498,0.9189,0.8288,,30.9820
11,,11,0.2136,0.9316,0.8962,,34.0011
12,,12,0.1576,0.9443,0.8880,,36.8834
13,,13,0.1287,0.9609,0.9184,,39.8247
14,,14,0.0902,0.9707,0.9336,,42.7055
15,,15,0.0520,0.9932,0.9340,,45.5997
16,,eval,0.0520,0.9932,0.9340,0.9448,46.7213
