,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8169,0.7061,0.6510,,1.0074
1,,1,0.6191,0.7783,0.6075,,1.8883
2,,2,0.5703,0.7939,0.6828,,2.8696
3,,3,0.5469,0.8223,0.7255,,3.6820
4,,4,0.4565,0.8350,0.7438,,4.6065
5,,5,0.3784,0.8691,0.8309,,5.4236
6,,6,0.4104,0.8672,0.8108,,6.3433
7,,7,0.3352,0.8867,0.8188,,7.1458
8,,8,0.3120,0.8945,0.8221,,7.5783
9,,9,0.2942,0.9053,0.8711,,8.0333
10,,10,0.2646,0.9082,0.8709,,8.4720
11,,11,0.2086,0.9375,0.8798,,8.9070
12,,12,0.1748,0.9453,0.8877,,9.3694
13,,13,0.1175,0.9678,0.9074,,10.4579
14,,14,0.0790,0.9805,0.9329,,11.3361
15,,15,0.0463,0.9902,0.9347,,12.2700
16,,eval,0.0463,0.9902,0.9347,0.9417,12.5847
