,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.7944,0.7109,0.6753,,1.0596
1,,1,0.5986,0.7998,0.7249,,2.1554
2,,2,0.5791,0.8096,0.6543,,3.6115
3,,3,0.4998,0.8320,0.8049,,4.8539
4,,4,0.4314,0.8438,0.7749,,6.1568
5,,5,0.4207,0.8594,0.8008,,7.4058
6,,6,0.4348,0.8652,0.7163,,8.6664
7,,7,0.3533,0.8887,0.8322,,9.9667
8,,8,0.3169,0.8926,0.8431,,11.2732
9,,9,0.3396,0.8857,0.8890,,12.5078
10,,10,0.2529,0.9180,0.8949,,13.7498
11,,11,0.2050,0.9326,0.8774,,15.0672
12,,12,0.1896,0.9404,0.9017,,16.3119
13,,13,0.1375,0.9600,0.9116,,17.2229
14,,14,0.0886,0.9756,0.9303,,18.1395
15,,15,0.0622,0.9844,0.9357,,19.0846
16,,eval,0.0622,0.9844,0.9357,0.9458,19.4703
