,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8027,0.7236,0.6930,,2.6448
1,,1,0.5522,0.8145,0.7638,,4.3078
2,,2,0.4944,0.8389,0.7368,,5.9932
3,,3,0.6318,0.7969,0.6092,,7.4067
4,,4,0.4778,0.8408,0.7839,,8.9482
5,,5,0.4263,0.8623,0.6538,,10.3733
6,,6,0.4014,0.8682,0.8069,,11.9108
7,,7,0.4180,0.8545,0.8273,,13.3235
8,,8,0.3389,0.8896,0.8126,,14.8552
9,,9,0.3740,0.8779,0.8580,,16.3878
10,,10,0.2725,0.9121,0.8485,,17.7744
11,,11,0.2018,0.9287,0.8877,,19.3144
12,,12,0.1791,0.9424,0.8847,,20.8454
13,,13,0.1322,0.9590,0.9184,,22.3942
14,,14,0.0751,0.9863,0.9309,,23.9325
15,,15,0.0564,0.9902,0.9351,,25.4585
16,,eval,0.0564,0.9902,0.9351,0.9439,26.0988
