,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8169,0.7061,0.6511,,0.5083
1,,1,0.6191,0.7783,0.6075,,1.0215
2,,2,0.5703,0.7939,0.6828,,1.4702
3,,3,0.5469,0.8223,0.7255,,1.8801
4,,4,0.4565,0.8350,0.7438,,2.2927
5,,5,0.3784,0.8691,0.8309,,2.7097
6,,6,0.4104,0.8672,0.8109,,3.1258
7,,7,0.3352,0.8867,0.8188,,3.5862
8,,8,0.3120,0.8945,0.8221,,3.9955
9,,9,0.2942,0.9053,0.8712,,4.4052
10,,10,0.2646,0.9082,0.8710,,4.8143
11,,11,0.2086,0.9375,0.8799,,5.2254
12,,12,0.1748,0.9453,0.8876,,5.6703
13,,13,0.1175,0.9678,0.9074,,6.0814
14,,14,0.0790,0.9805,0.9329,,6.4919
15,,15,0.0463,0.9902,0.9347,,6.9029
16,,eval,0.0463,0.9902,0.9347,0.9417,7.0806
