,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4199,0.7373,0.6463,,11.2947
1,,1,1.2568,0.7988,0.7964,,22.5884
2,,2,1.1631,0.8604,0.8155,,33.8444
3,,3,1.1123,0.8750,0.8482,,44.7744
4,,4,1.1064,0.8789,0.8445,,55.7288
5,,5,1.1230,0.8672,0.8255,,66.8460
6,,6,1.0889,0.8867,0.8486,,77.9372
7,,7,1.1084,0.8809,0.8376,,88.9859
8,,8,1.0928,0.8857,0.8315,,100.1376
9,,9,1.1016,0.8857,0.8218,,110.9838
10,,10,1.1025,0.8760,0.8570,,122.2871
11,,11,1.0781,0.8857,0.8672,,133.2365
12,,12,1.0684,0.9023,0.8527,,144.5239
13,,13,1.0537,0.8994,0.8551,,154.1910
14,,14,1.0488,0.9150,0.8887,,164.0488
15,,15,1.0469,0.8965,0.8747,,173.6409
16,,16,1.0137,0.9258,0.8674,,183.4681
17,,17,1.0469,0.9131,0.8631,,193.1698
18,,18,1.0049,0.9316,0.8813,,202.9103
19,,19,1.0332,0.9150,0.8908,,212.6855
20,,20,0.9844,0.9365,0.8911,,221.1034
21,,21,0.9653,0.9531,0.8947,,229.4126
22,,22,0.9814,0.9424,0.8924,,237.6989
23,,23,0.9624,0.9551,0.9025,,246.1658
24,,24,0.9756,0.9463,0.9100,,254.6525
25,,25,0.9575,0.9580,0.9053,,263.1343
26,,26,0.9336,0.9668,0.9130,,271.6033
27,,27,0.9453,0.9688,0.9153,,280.0839
28,,28,0.9136,0.9805,0.9229,,288.5103
29,,29,0.9146,0.9766,0.9358,,297.0278
30,,30,0.8926,0.9922,0.9311,,305.5219
31,,31,0.8755,0.9990,0.9427,,314.0933
32,,32,0.8799,0.9980,0.9421,,321.0665
33,,33,0.8721,1.0000,0.9476,,328.0802
34,,34,0.8706,1.0000,0.9510,,335.0789
35,,35,0.8706,0.9990,0.9494,,342.0548
36,,36,0.8696,1.0000,0.9519,,349.0241
37,,eval,0.8696,1.0000,0.9519,0.9543,351.9297
