,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4346,0.7119,0.6567,,11.7742
1,,1,1.2305,0.8223,0.7986,,23.9094
2,,2,1.1572,0.8574,0.8349,,35.0126
3,,3,1.1230,0.8652,0.8325,,45.4897
4,,4,1.1123,0.8779,0.8267,,56.9694
5,,5,1.1367,0.8633,0.8493,,68.0609
6,,6,1.1162,0.8730,0.8252,,79.7674
7,,7,1.0850,0.8926,0.8362,,90.7533
8,,8,1.0811,0.8887,0.8549,,102.3591
9,,9,1.0605,0.8984,0.8386,,113.4691
10,,10,1.1055,0.8711,0.7937,,124.7852
11,,11,1.0615,0.8936,0.8541,,135.7326
12,,12,1.0693,0.8887,0.8504,,147.0394
13,,13,1.0205,0.9229,0.8683,,157.6851
14,,14,1.0635,0.8975,0.8773,,168.9045
15,,15,1.0352,0.9131,0.8520,,180.3450
16,,16,1.0391,0.9170,0.8825,,191.2637
17,,17,1.0234,0.9238,0.8476,,202.4008
18,,18,1.0225,0.9229,0.8241,,213.6155
19,,19,1.0029,0.9287,0.9068,,224.7749
20,,20,1.0049,0.9287,0.8912,,236.1888
21,,21,0.9683,0.9492,0.9066,,247.6239
22,,22,0.9966,0.9326,0.8952,,258.3095
23,,23,0.9766,0.9443,0.9067,,269.6471
24,,24,0.9619,0.9551,0.9103,,280.8427
25,,25,0.9570,0.9590,0.9077,,292.3241
26,,26,0.9302,0.9785,0.9208,,303.1989
27,,27,0.9390,0.9688,0.8967,,314.2809
28,,28,0.9014,0.9844,0.9192,,325.6802
29,,29,0.9038,0.9863,0.9345,,336.8450
30,,30,0.8901,0.9951,0.9315,,348.5274
31,,31,0.8813,0.9941,0.9408,,359.7193
32,,32,0.8779,0.9990,0.9439,,371.3492
33,,33,0.8721,0.9990,0.9451,,382.5870
34,,34,0.8726,0.9990,0.9441,,393.9282
35,,35,0.8706,1.0000,0.9485,,405.5830
36,,36,0.8701,1.0000,0.9493,,416.1787
37,,eval,0.8701,1.0000,0.9493,0.9544,420.9520
