,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.3955,0.7461,0.7225,,17.6552
1,,1,1.2197,0.8398,0.8118,,34.9322
2,,2,1.1465,0.8701,0.8321,,52.3872
3,,3,1.1357,0.8662,0.8135,,69.1011
4,,4,1.1182,0.8779,0.8383,,85.8322
5,,5,1.1113,0.8770,0.7949,,102.5399
6,,6,1.1094,0.8740,0.8276,,119.2345
7,,7,1.0967,0.8838,0.8380,,135.9231
8,,8,1.0684,0.8945,0.8272,,152.6382
9,,9,1.0732,0.9014,0.8254,,169.5695
10,,10,1.0977,0.8809,0.8462,,186.2383
11,,11,1.0811,0.8877,0.8521,,203.0364
12,,12,1.0781,0.8994,0.8676,,219.7419
13,,13,1.0938,0.8809,0.8620,,236.5285
14,,14,1.0537,0.9004,0.8730,,253.2377
15,,15,1.0332,0.9219,0.8490,,270.2787
16,,16,1.0410,0.9141,0.8749,,287.1278
17,,17,1.0400,0.9082,0.8700,,304.0317
18,,18,1.0283,0.9160,0.8721,,321.0545
19,,19,1.0107,0.9170,0.8917,,336.1366
20,,20,1.0146,0.9160,0.8795,,350.9184
21,,21,0.9702,0.9512,0.8992,,365.6792
22,,22,0.9751,0.9502,0.9050,,380.4412
23,,23,0.9888,0.9434,0.8795,,395.3543
24,,24,0.9810,0.9443,0.9135,,408.0108
25,,25,0.9453,0.9648,0.9082,,420.6689
26,,26,0.9189,0.9795,0.9164,,433.3136
27,,27,0.9321,0.9688,0.9115,,445.9335
28,,28,0.9092,0.9795,0.9236,,458.5529
29,,29,0.9136,0.9814,0.9328,,471.1970
30,,30,0.8916,0.9922,0.9276,,483.8399
31,,31,0.8770,0.9971,0.9398,,496.4694
32,,32,0.8789,0.9971,0.9394,,509.0856
33,,33,0.8760,1.0000,0.9444,,521.1585
34,,34,0.8735,0.9990,0.9477,,531.6935
35,,35,0.8701,1.0000,0.9493,,542.2693
36,,36,0.8711,1.0000,0.9506,,552.8377
37,,eval,0.8711,1.0000,0.9506,0.9544,556.7169
