,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4004,0.7324,0.7284,,4.3643
1,,1,1.2129,0.8379,0.8011,,8.6935
2,,2,1.1455,0.8799,0.8514,,13.0215
3,,3,1.1455,0.8662,0.8144,,17.1598
4,,4,1.1172,0.8877,0.8347,,21.2936
5,,5,1.1025,0.8838,0.8081,,25.4303
6,,6,1.1162,0.8760,0.8441,,29.5593
7,,7,1.1104,0.8721,0.8673,,33.6953
8,,8,1.0791,0.8877,0.8336,,37.8311
9,,9,1.0879,0.8799,0.7866,,41.9722
10,,10,1.1104,0.8750,0.8376,,46.1089
11,,11,1.0830,0.8945,0.8603,,50.2484
12,,12,1.0684,0.9023,0.8629,,54.3825
13,,13,1.0527,0.9023,0.8396,,58.5156
14,,14,1.0547,0.9082,0.8482,,62.6471
15,,15,1.0400,0.9160,0.8532,,66.7804
16,,16,1.0391,0.9092,0.8672,,70.9163
17,,17,1.0127,0.9287,0.8671,,75.0519
18,,18,1.0352,0.9209,0.8816,,79.1892
19,,19,0.9976,0.9395,0.8902,,83.3236
20,,20,1.0137,0.9238,0.9001,,87.4524
21,,21,0.9639,0.9551,0.8673,,91.5865
22,,22,0.9824,0.9404,0.8816,,95.7152
23,,23,0.9614,0.9580,0.9018,,99.8463
24,,24,0.9814,0.9492,0.9152,,103.9769
25,,25,0.9409,0.9648,0.9049,,108.1079
26,,26,0.9116,0.9863,0.9160,,112.2381
27,,27,0.9336,0.9648,0.9229,,116.3692
28,,28,0.9121,0.9844,0.9204,,120.4974
29,,29,0.9141,0.9834,0.9352,,124.6330
30,,30,0.8916,0.9922,0.9332,,128.7621
31,,31,0.8765,0.9990,0.9393,,132.8997
32,,32,0.8784,0.9951,0.9419,,137.0247
33,,33,0.8745,0.9990,0.9461,,141.2607
34,,34,0.8721,0.9990,0.9478,,143.5282
35,,35,0.8716,0.9990,0.9490,,145.3919
36,,36,0.8696,1.0000,0.9493,,147.2566
37,,eval,0.8696,1.0000,0.9493,0.9542,148.0107
