,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4443,0.6943,0.6873,,16.6123
1,,1,1.2246,0.8203,0.8006,,33.4487
2,,2,1.1562,0.8730,0.8129,,50.0528
3,,3,1.1289,0.8789,0.8451,,66.2282
4,,4,1.1055,0.8828,0.8552,,82.2256
5,,5,1.0791,0.8936,0.8388,,98.3304
6,,6,1.1006,0.8789,0.8238,,114.3539
7,,7,1.1016,0.8701,0.8218,,130.5770
8,,8,1.0752,0.8994,0.8485,,146.6452
9,,9,1.0791,0.8916,0.8779,,162.9429
10,,10,1.0889,0.8779,0.8476,,179.0370
11,,11,1.0605,0.8926,0.8543,,195.3276
12,,12,1.1064,0.8828,0.8639,,211.5649
13,,13,1.0947,0.8896,0.8260,,227.7022
14,,14,1.0566,0.9062,0.8092,,244.0267
15,,15,1.0312,0.9170,0.8448,,260.3331
16,,16,1.0439,0.9043,0.8587,,275.2263
17,,17,1.0234,0.9268,0.8560,,289.3553
18,,18,1.0098,0.9199,0.8968,,303.4397
19,,19,1.0107,0.9297,0.8899,,317.5060
20,,20,1.0176,0.9268,0.8853,,331.7665
21,,21,0.9761,0.9473,0.8987,,345.7331
22,,22,0.9980,0.9268,0.8867,,359.8455
23,,23,0.9756,0.9570,0.8899,,373.9753
24,,24,0.9609,0.9551,0.9135,,388.1028
25,,25,0.9717,0.9521,0.9043,,402.2098
26,,26,0.9370,0.9688,0.9182,,416.2945
27,,27,0.9287,0.9717,0.9052,,430.3699
28,,28,0.9131,0.9844,0.9127,,443.5449
29,,29,0.9092,0.9824,0.9370,,455.7069
30,,30,0.8994,0.9883,0.9301,,467.8297
31,,31,0.8794,0.9971,0.9396,,479.9268
32,,32,0.8818,0.9951,0.9374,,491.9476
33,,33,0.8740,0.9990,0.9459,,503.9763
34,,34,0.8711,1.0000,0.9461,,516.0019
35,,35,0.8706,1.0000,0.9477,,528.0269
36,,36,0.8701,1.0000,0.9486,,540.0506
37,,eval,0.8701,1.0000,0.9486,0.9542,544.7854
