,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.7676,0.7363,0.6097,,0.7149
1,,1,0.5278,0.8154,0.7548,,1.8923
2,,2,0.5088,0.8418,0.6314,,3.3027
3,,3,0.4714,0.8389,0.7616,,4.7005
4,,4,0.4946,0.8281,0.7357,,6.0402
5,,5,0.4236,0.8633,0.7813,,7.4355
6,,6,0.4089,0.8604,0.7872,,8.8094
7,,7,0.3040,0.8965,0.8393,,10.1674
8,,8,0.3350,0.8916,0.7816,,11.5532
9,,9,0.2976,0.9062,0.8775,,12.8801
10,,10,0.2766,0.9141,0.8547,,14.2739
11,,11,0.2312,0.9199,0.8949,,15.5590
12,,12,0.1738,0.9473,0.8984,,16.9669
13,,13,0.1168,0.9697,0.9202,,18.3627
14,,14,0.0864,0.9775,0.9308,,19.7513
15,,15,0.0445,0.9941,0.9338,,21.1436
16,,eval,0.0445,0.9941,0.9338,0.9434,21.6541
