,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8198,0.7207,0.6747,,0.6944
1,,1,0.5454,0.8203,0.7576,,1.3851
2,,2,0.5015,0.8330,0.7710,,2.0738
3,,3,0.5483,0.8213,0.7379,,2.7040
4,,4,0.4749,0.8447,0.6973,,3.3337
5,,5,0.4263,0.8506,0.7608,,3.9642
6,,6,0.4102,0.8506,0.8145,,4.5944
7,,7,0.3865,0.8701,0.8391,,5.2253
8,,8,0.3457,0.8838,0.8455,,5.8556
9,,9,0.3796,0.8594,0.8146,,6.4866
10,,10,0.2620,0.9141,0.8838,,7.1194
11,,11,0.1908,0.9385,0.9033,,7.8068
12,,12,0.1569,0.9453,0.9022,,8.4556
13,,13,0.1163,0.9697,0.9108,,9.1107
14,,14,0.0834,0.9775,0.9337,,9.7631
15,,15,0.0517,0.9912,0.9391,,10.4241
16,,eval,0.0517,0.9912,0.9391,0.9457,10.7398
