,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8276,0.7188,0.6415,,0.8142
1,,1,0.5732,0.8057,0.7643,,1.2559
2,,2,0.4424,0.8564,0.7446,,1.6962
3,,3,0.4949,0.8340,0.6517,,2.1060
4,,4,0.4966,0.8252,0.5561,,2.5144
5,,5,0.4131,0.8623,0.7337,,2.9825
6,,6,0.3931,0.8750,0.8322,,3.7947
7,,7,0.3831,0.8633,0.7741,,4.6799
8,,8,0.3650,0.8799,0.8273,,5.5338
9,,9,0.3342,0.8848,0.8672,,6.3744
10,,10,0.3115,0.8877,0.8519,,7.2524
11,,11,0.2070,0.9326,0.8785,,8.0224
12,,12,0.1815,0.9434,0.9006,,8.9038
13,,13,0.1167,0.9658,0.9187,,9.7323
14,,14,0.0807,0.9775,0.9292,,10.5871
15,,15,0.0445,0.9932,0.9314,,11.4520
16,,eval,0.0445,0.9932,0.9314,0.9419,11.7578
