,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4512,0.7041,0.7224,,4.4570
1,,1,1.2344,0.8320,0.8089,,8.7408
2,,2,1.1699,0.8555,0.8352,,13.1500
3,,3,1.1211,0.8760,0.8472,,17.1180
4,,4,1.1191,0.8789,0.7808,,21.3189
5,,5,1.1064,0.8770,0.8573,,25.5182
6,,6,1.0820,0.8809,0.8434,,29.7145
7,,7,1.0977,0.8789,0.8199,,33.9123
8,,8,1.1025,0.8799,0.8727,,38.1040
9,,9,1.0996,0.8857,0.8533,,42.2971
10,,10,1.0947,0.8838,0.7482,,46.4871
11,,11,1.0859,0.8867,0.8424,,50.6737
12,,12,1.0508,0.9023,0.8514,,54.8757
13,,13,1.0547,0.9033,0.8601,,59.0765
14,,14,1.0469,0.9111,0.8687,,63.2767
15,,15,1.0518,0.8994,0.8570,,67.4729
16,,16,1.0391,0.9199,0.8817,,71.6719
17,,17,1.0137,0.9258,0.8476,,75.8649
18,,18,1.0186,0.9238,0.8834,,80.0652
19,,19,1.0010,0.9346,0.8867,,84.2637
20,,20,1.0039,0.9336,0.8845,,88.4592
21,,21,0.9873,0.9316,0.8864,,92.6510
22,,22,0.9790,0.9453,0.8988,,96.8503
23,,23,0.9756,0.9443,0.9051,,101.0440
24,,24,0.9707,0.9600,0.9154,,105.2355
25,,25,0.9604,0.9580,0.9060,,109.4234
26,,26,0.9312,0.9648,0.9177,,113.6188
27,,27,0.9214,0.9766,0.9142,,117.8190
28,,28,0.9082,0.9863,0.9226,,122.0222
29,,29,0.9092,0.9834,0.9312,,126.2237
30,,30,0.8945,0.9912,0.9245,,130.4272
31,,31,0.8794,0.9961,0.9399,,134.6245
32,,32,0.8740,1.0000,0.9409,,138.8287
33,,33,0.8716,1.0000,0.9463,,143.0244
34,,34,0.8701,1.0000,0.9485,,147.2280
35,,35,0.8701,1.0000,0.9502,,151.4210
36,,36,0.8691,1.0000,0.9508,,155.6201
37,,eval,0.8691,1.0000,0.9508,0.9555,157.1994
