,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4355,0.7109,0.6606,,10.1383
1,,1,1.2324,0.8271,0.7982,,20.3223
2,,2,1.1504,0.8740,0.8378,,30.3846
3,,3,1.1250,0.8662,0.8324,,40.1366
4,,4,1.1055,0.8818,0.8329,,49.8477
5,,5,1.1279,0.8711,0.7773,,59.5869
6,,6,1.1162,0.8770,0.8292,,69.3207
7,,7,1.0928,0.8867,0.8336,,79.0622
8,,8,1.0801,0.8955,0.8604,,88.8115
9,,9,1.0566,0.9023,0.8648,,98.6450
10,,10,1.0967,0.8799,0.8271,,108.2461
11,,11,1.0889,0.8779,0.8542,,118.0182
12,,12,1.0674,0.9033,0.8679,,127.7756
13,,13,1.0342,0.9131,0.8664,,137.5401
14,,14,1.0635,0.9043,0.8599,,147.4615
15,,15,1.0488,0.9053,0.8657,,155.9246
16,,16,1.0293,0.9199,0.8909,,164.2540
17,,17,1.0225,0.9287,0.8863,,172.6791
18,,18,1.0264,0.9180,0.8542,,180.9831
19,,19,1.0088,0.9316,0.8982,,189.3983
20,,20,1.0244,0.9199,0.8804,,197.8101
21,,21,0.9697,0.9531,0.9024,,206.0782
22,,22,1.0107,0.9229,0.8854,,214.4982
23,,23,0.9800,0.9375,0.9079,,222.4371
24,,24,0.9619,0.9482,0.9092,,229.4728
25,,25,0.9658,0.9541,0.9092,,236.5101
26,,26,0.9292,0.9727,0.9168,,243.5374
27,,27,0.9351,0.9668,0.9112,,250.5673
28,,28,0.9004,0.9854,0.9212,,256.8502
29,,29,0.9077,0.9863,0.9313,,262.5401
30,,30,0.8853,0.9951,0.9287,,268.2862
31,,31,0.8818,0.9951,0.9379,,274.0373
32,,32,0.8774,0.9990,0.9422,,279.7447
33,,33,0.8730,0.9990,0.9454,,285.4117
34,,34,0.8711,1.0000,0.9475,,291.0578
35,,35,0.8721,0.9990,0.9482,,296.6947
36,,36,0.8696,1.0000,0.9493,,302.3210
37,,eval,0.8696,1.0000,0.9493,0.9536,304.4839
