,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4600,0.7041,0.7013,,19.6094
1,,1,1.2344,0.8301,0.8079,,39.1721
2,,2,1.1719,0.8594,0.8424,,57.9080
3,,3,1.1143,0.8809,0.8306,,75.8854
4,,4,1.1162,0.8799,0.7779,,94.5816
5,,5,1.1104,0.8691,0.8168,,110.9256
6,,6,1.0947,0.8818,0.8250,,127.4066
7,,7,1.0850,0.8848,0.8311,,143.0094
8,,8,1.1055,0.8818,0.8404,,159.5697
9,,9,1.0781,0.8887,0.8627,,175.9070
10,,10,1.0811,0.8877,0.7154,,192.5290
11,,11,1.0879,0.8799,0.8455,,208.9840
12,,12,1.0430,0.9131,0.8348,,225.6969
13,,13,1.0371,0.9141,0.8703,,242.0443
14,,14,1.0576,0.8994,0.8848,,258.4926
15,,15,1.0420,0.9111,0.7980,,275.1306
16,,16,1.0146,0.9326,0.8657,,291.5877
17,,17,1.0195,0.9248,0.8643,,308.1738
18,,18,1.0176,0.9268,0.8783,,324.7587
19,,19,1.0029,0.9326,0.8861,,341.3331
20,,20,1.0215,0.9219,0.8699,,358.0399
21,,21,0.9902,0.9404,0.8841,,374.7950
22,,22,0.9966,0.9307,0.8934,,391.3449
23,,23,0.9702,0.9463,0.8979,,408.0570
24,,24,0.9775,0.9453,0.9210,,424.5927
25,,25,0.9468,0.9717,0.9065,,441.2673
26,,26,0.9385,0.9697,0.9142,,457.9597
27,,27,0.9321,0.9707,0.9214,,474.4703
28,,28,0.9048,0.9844,0.9217,,491.1462
29,,29,0.9077,0.9873,0.9340,,507.9086
30,,30,0.8862,0.9951,0.9313,,524.5617
31,,31,0.8794,0.9941,0.9406,,541.3382
32,,32,0.8760,0.9990,0.9391,,557.0745
33,,33,0.8721,1.0000,0.9464,,571.7530
34,,34,0.8706,1.0000,0.9487,,586.3928
35,,35,0.8706,1.0000,0.9494,,601.0355
36,,36,0.8696,1.0000,0.9506,,615.6871
37,,eval,0.8696,1.0000,0.9506,0.9536,621.3970
