,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.3887,0.7422,0.7174,,11.5335
1,,1,1.2148,0.8369,0.7871,,22.8106
2,,2,1.1455,0.8711,0.8361,,34.1160
3,,3,1.1387,0.8652,0.7994,,45.1898
4,,4,1.1191,0.8789,0.8417,,56.0638
5,,5,1.1094,0.8789,0.8347,,67.2859
6,,6,1.1211,0.8672,0.8101,,77.9912
7,,7,1.0908,0.8779,0.8342,,89.1191
8,,8,1.0850,0.8906,0.8545,,99.9970
9,,9,1.0850,0.8906,0.8321,,110.3274
10,,10,1.1123,0.8760,0.8439,,119.8564
11,,11,1.0840,0.8887,0.8721,,129.6279
12,,12,1.0977,0.8779,0.8485,,139.1514
13,,13,1.0371,0.9131,0.8827,,148.9148
14,,14,1.0635,0.9062,0.8726,,158.4289
15,,15,1.0273,0.9238,0.8856,,168.3123
16,,16,1.0361,0.9199,0.8757,,177.0640
17,,17,1.0273,0.9180,0.8717,,185.5161
18,,18,1.0312,0.9131,0.8837,,193.9078
19,,19,0.9990,0.9346,0.8947,,202.1205
20,,20,0.9907,0.9395,0.8894,,210.4572
21,,21,0.9673,0.9590,0.9034,,218.8268
22,,22,0.9873,0.9463,0.8678,,227.2366
23,,23,0.9727,0.9443,0.8974,,235.7069
24,,24,0.9761,0.9492,0.9104,,244.1310
25,,25,0.9639,0.9561,0.8922,,252.5281
26,,26,0.9243,0.9736,0.9116,,260.8762
27,,27,0.9351,0.9678,0.9159,,269.2117
28,,28,0.9023,0.9824,0.9142,,276.8556
29,,29,0.9077,0.9834,0.9367,,283.7451
30,,30,0.8901,0.9941,0.9354,,290.6723
31,,31,0.8774,0.9980,0.9396,,297.6487
32,,32,0.8784,0.9961,0.9410,,304.6501
33,,33,0.8726,1.0000,0.9451,,311.6111
34,,34,0.8721,1.0000,0.9470,,317.1812
35,,35,0.8701,1.0000,0.9494,,322.7429
36,,36,0.8701,1.0000,0.9490,,328.2633
37,,eval,0.8701,1.0000,0.9490,0.9559,330.4521
