,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8408,0.7168,0.6990,,0.9340
1,,1,0.6357,0.7725,0.6968,,1.9119
2,,2,0.5244,0.8164,0.7383,,3.1399
3,,3,0.5400,0.8213,0.6879,,4.4296
4,,4,0.4790,0.8389,0.8127,,5.6713
5,,5,0.4297,0.8525,0.6393,,6.9216
6,,6,0.3716,0.8818,0.8140,,8.1925
7,,7,0.3682,0.8721,0.7713,,9.4842
8,,8,0.3069,0.8984,0.8149,,10.7525
9,,9,0.3354,0.8838,0.8705,,12.2555
10,,10,0.2742,0.9053,0.8633,,13.5292
11,,11,0.2157,0.9248,0.8927,,14.5563
12,,12,0.1956,0.9365,0.8912,,15.8685
13,,13,0.1119,0.9639,0.9230,,17.5209
14,,14,0.0867,0.9766,0.9311,,19.0578
15,,15,0.0515,0.9893,0.9350,,20.8125
16,,eval,0.0515,0.9893,0.9350,0.9450,21.4816
