,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4346,0.7217,0.6748,,8.8766
1,,1,1.2383,0.8301,0.7529,,17.5983
2,,2,1.1582,0.8711,0.8394,,26.4301
3,,3,1.1318,0.8750,0.8208,,34.9191
4,,4,1.1406,0.8662,0.8305,,43.4480
5,,5,1.1123,0.8633,0.8093,,52.0417
6,,6,1.1006,0.8877,0.8394,,60.4226
7,,7,1.0967,0.8848,0.8082,,68.9632
8,,8,1.0967,0.8799,0.8154,,76.8189
9,,9,1.1260,0.8672,0.8446,,83.9649
10,,10,1.0879,0.8867,0.8489,,91.1039
11,,11,1.0654,0.8975,0.8365,,98.2399
12,,12,1.0576,0.9111,0.8620,,105.3944
13,,13,1.0664,0.9062,0.8589,,111.5313
14,,14,1.0371,0.9082,0.8745,,117.1808
15,,15,1.0391,0.9072,0.8842,,122.8325
16,,16,1.0264,0.9141,0.8648,,128.4884
17,,17,1.0381,0.9141,0.8534,,134.1509
18,,18,1.0176,0.9180,0.8751,,139.8479
19,,19,1.0068,0.9238,0.8952,,145.5881
20,,20,1.0107,0.9287,0.8856,,151.3455
21,,21,0.9683,0.9473,0.8943,,157.1651
22,,22,0.9727,0.9551,0.8846,,161.8652
23,,23,0.9663,0.9502,0.8940,,166.1522
24,,24,0.9766,0.9395,0.9110,,170.4086
25,,25,0.9541,0.9609,0.9045,,174.6705
26,,26,0.9331,0.9678,0.9106,,178.9209
27,,27,0.9263,0.9736,0.9217,,183.1705
28,,28,0.9077,0.9844,0.9266,,187.4161
29,,29,0.9233,0.9736,0.9311,,191.6647
30,,30,0.8936,0.9893,0.9275,,195.9048
31,,31,0.8799,0.9980,0.9373,,200.1496
32,,32,0.8794,0.9961,0.9395,,204.4078
33,,33,0.8721,1.0000,0.9445,,208.2597
34,,34,0.8716,1.0000,0.9456,,211.0718
35,,35,0.8711,1.0000,0.9470,,213.8775
36,,36,0.8696,1.0000,0.9467,,216.6814
37,,eval,0.8696,1.0000,0.9467,0.9526,217.9098
