,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.7939,0.7080,0.6792,,1.0270
1,,1,0.5684,0.8115,0.7953,,1.9146
2,,2,0.6299,0.7812,0.6649,,2.9332
3,,3,0.5020,0.8252,0.7305,,3.3663
4,,4,0.4880,0.8359,0.7305,,3.7882
5,,5,0.4021,0.8633,0.7450,,4.2214
6,,6,0.3865,0.8867,0.7575,,4.6507
7,,7,0.3191,0.8945,0.8383,,5.0973
8,,8,0.3379,0.8809,0.8540,,5.5905
9,,9,0.3396,0.8936,0.8782,,6.0219
10,,10,0.2754,0.9131,0.8448,,6.4499
11,,11,0.1947,0.9395,0.8988,,6.8987
12,,12,0.1895,0.9375,0.8910,,7.3442
13,,13,0.1388,0.9561,0.9167,,7.9544
14,,14,0.0872,0.9756,0.9320,,8.8920
15,,15,0.0618,0.9873,0.9332,,9.7565
16,,eval,0.0618,0.9873,0.9332,0.9429,10.1636
