,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4346,0.7148,0.6649,,15.1221
1,,1,1.2305,0.8271,0.7958,,30.1230
2,,2,1.1602,0.8564,0.8286,,45.1064
3,,3,1.1299,0.8623,0.8453,,59.4251
4,,4,1.1084,0.8887,0.8575,,73.7287
5,,5,1.1357,0.8594,0.8318,,88.0349
6,,6,1.1172,0.8887,0.8199,,102.4513
7,,7,1.1162,0.8672,0.8217,,115.0791
8,,8,1.0918,0.8877,0.8558,,127.2887
9,,9,1.0518,0.9170,0.8409,,139.4830
10,,10,1.0947,0.8799,0.8638,,151.6588
11,,11,1.0703,0.8965,0.8546,,163.8482
12,,12,1.0723,0.8936,0.8312,,176.0159
13,,13,1.0156,0.9287,0.8683,,188.2089
14,,14,1.0537,0.9082,0.8590,,200.3829
15,,15,1.0352,0.9111,0.8194,,212.6762
16,,16,1.0459,0.9092,0.8740,,222.1729
17,,17,1.0361,0.9062,0.8620,,230.3249
18,,18,1.0215,0.9297,0.8530,,238.4572
19,,19,1.0049,0.9277,0.9000,,246.5998
20,,20,1.0068,0.9307,0.8780,,254.7292
21,,21,0.9819,0.9365,0.9027,,262.4203
22,,22,1.0049,0.9297,0.8974,,268.5306
23,,23,0.9692,0.9541,0.9095,,274.6437
24,,24,0.9712,0.9473,0.9187,,280.7471
25,,25,0.9639,0.9521,0.8987,,286.8559
26,,26,0.9253,0.9717,0.9169,,292.9680
27,,27,0.9355,0.9668,0.9111,,299.0749
28,,28,0.9097,0.9805,0.9251,,305.1868
29,,29,0.9023,0.9902,0.9336,,310.7931
30,,30,0.8906,0.9951,0.9298,,314.9521
31,,31,0.8809,0.9961,0.9370,,319.1393
32,,32,0.8794,0.9961,0.9423,,323.3288
33,,33,0.8745,0.9980,0.9455,,327.5157
34,,34,0.8711,1.0000,0.9478,,331.6605
35,,35,0.8721,0.9990,0.9485,,334.4056
36,,36,0.8696,1.0000,0.9494,,336.2743
37,,eval,0.8696,1.0000,0.9494,0.9541,337.0413
