,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.8022,0.7061,0.6876,,1.6464
1,,1,0.5684,0.8223,0.5689,,2.4278
2,,2,0.6504,0.7842,0.6358,,3.1805
3,,3,0.5088,0.8262,0.7249,,3.9007
4,,4,0.4670,0.8438,0.7994,,4.6258
5,,5,0.4141,0.8604,0.7727,,5.4116
6,,6,0.3906,0.8730,0.7816,,6.6622
7,,7,0.3430,0.8955,0.7677,,7.3766
8,,8,0.3167,0.8857,0.8436,,8.1101
9,,9,0.3401,0.8926,0.8817,,8.8271
10,,10,0.2568,0.9258,0.8759,,10.2361
11,,11,0.1989,0.9404,0.8853,,11.7581
12,,12,0.1915,0.9355,0.9038,,13.1586
13,,13,0.1320,0.9609,0.9173,,14.6973
14,,14,0.1002,0.9697,0.9341,,16.5706
15,,15,0.0598,0.9863,0.9383,,18.1927
16,,eval,0.0598,0.9863,0.9383,0.9458,18.7304
