,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,0.7910,0.7402,0.6922,,1.2481
1,,1,0.6260,0.7822,0.6929,,2.7255
2,,2,0.4927,0.8291,0.7712,,4.1426
3,,3,0.5474,0.8193,0.7295,,5.5641
4,,4,0.4521,0.8506,0.7476,,6.8903
5,,5,0.4429,0.8535,0.7840,,8.2730
6,,6,0.3438,0.8955,0.7866,,9.5887
7,,7,0.3486,0.8848,0.7974,,10.9584
8,,8,0.3472,0.8887,0.8174,,12.2784
9,,9,0.3223,0.9033,0.8804,,13.7353
10,,10,0.2683,0.9092,0.8686,,14.6403
11,,11,0.2091,0.9395,0.8959,,15.6705
12,,12,0.1764,0.9404,0.8983,,16.1167
13,,13,0.1309,0.9590,0.9182,,16.8380
14,,14,0.0720,0.9795,0.9336,,17.8300
15,,15,0.0526,0.9941,0.9353,,18.9691
16,,eval,0.0526,0.9941,0.9353,0.9435,19.5032
