,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4766,0.6865,0.6724,,9.8927
1,,1,1.2305,0.8418,0.7992,,19.9880
2,,2,1.1699,0.8545,0.8249,,29.9860
3,,3,1.1260,0.8789,0.8176,,38.7574
4,,4,1.1318,0.8760,0.8194,,48.3892
5,,5,1.1221,0.8701,0.8388,,57.9387
6,,6,1.0732,0.8994,0.8595,,67.7312
7,,7,1.0986,0.8770,0.7999,,77.3133
8,,8,1.0967,0.8838,0.8197,,87.2122
9,,9,1.0889,0.8945,0.8331,,95.9102
10,,10,1.0723,0.8896,0.7772,,105.7529
11,,11,1.0898,0.8828,0.8723,,115.3151
12,,12,1.0322,0.9131,0.8739,,125.2119
13,,13,1.0410,0.9150,0.8573,,134.7877
14,,14,1.0479,0.9004,0.8669,,144.6074
15,,15,1.0264,0.9189,0.8561,,154.2675
16,,16,1.0566,0.9043,0.8744,,164.0063
17,,17,1.0049,0.9336,0.8464,,173.6468
18,,18,1.0137,0.9238,0.8935,,183.3794
19,,19,0.9902,0.9395,0.8971,,193.0527
20,,20,1.0068,0.9307,0.8728,,202.7631
21,,21,0.9839,0.9434,0.8875,,212.4915
22,,22,0.9829,0.9453,0.8984,,222.2101
23,,23,0.9629,0.9492,0.9075,,232.0562
24,,24,0.9668,0.9541,0.9209,,241.7755
25,,25,0.9668,0.9512,0.9017,,251.5203
26,,26,0.9346,0.9727,0.9195,,261.2887
27,,27,0.9282,0.9746,0.9135,,271.0241
28,,28,0.9141,0.9775,0.9249,,280.4916
29,,29,0.9009,0.9883,0.9352,,288.8296
30,,30,0.8872,0.9932,0.9281,,297.2870
31,,31,0.8823,0.9961,0.9401,,305.7141
32,,32,0.8770,0.9980,0.9370,,314.2153
33,,33,0.8711,1.0000,0.9448,,322.6501
34,,34,0.8701,1.0000,0.9467,,331.2783
35,,35,0.8701,1.0000,0.9479,,339.6376
36,,36,0.8696,1.0000,0.9488,,348.1529
37,,eval,0.8696,1.0000,0.9488,0.9539,351.6270
