,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4434,0.7031,0.6847,,20.4110
1,,1,1.2217,0.8281,0.7801,,40.1696
2,,2,1.1660,0.8564,0.8255,,60.5995
3,,3,1.1191,0.8906,0.8501,,78.7835
4,,4,1.1123,0.8838,0.8508,,97.9734
5,,5,1.0820,0.8896,0.8240,,117.0727
6,,6,1.0947,0.8848,0.8455,,135.8412
7,,7,1.1221,0.8682,0.8289,,154.8283
8,,8,1.0723,0.9023,0.8278,,173.7179
9,,9,1.0791,0.9014,0.8355,,192.6484
10,,10,1.0654,0.8945,0.8529,,211.1113
11,,11,1.0752,0.8896,0.8330,,230.0823
12,,12,1.0996,0.8770,0.8560,,249.0282
13,,13,1.1074,0.8721,0.8412,,267.9291
14,,14,1.0586,0.9014,0.8486,,286.4976
15,,15,1.0234,0.9102,0.8607,,305.3523
16,,16,1.0469,0.9023,0.8858,,324.1242
17,,17,1.0127,0.9297,0.8652,,342.6549
18,,18,1.0098,0.9229,0.8875,,361.6316
19,,19,0.9971,0.9336,0.8889,,379.7061
20,,20,1.0117,0.9277,0.8944,,397.5092
21,,21,0.9800,0.9463,0.9084,,415.2338
22,,22,0.9766,0.9424,0.8895,,433.6567
23,,23,0.9790,0.9453,0.8971,,451.5325
24,,24,0.9766,0.9473,0.9152,,469.0918
25,,25,0.9561,0.9580,0.9021,,487.0517
26,,26,0.9395,0.9688,0.9186,,505.3270
27,,27,0.9277,0.9717,0.9134,,523.4419
28,,28,0.9165,0.9775,0.9202,,540.9396
29,,29,0.9077,0.9854,0.9311,,559.1529
30,,30,0.8896,0.9941,0.9265,,577.2710
31,,31,0.8774,0.9971,0.9365,,595.6233
32,,32,0.8818,0.9941,0.9354,,613.6005
33,,33,0.8730,0.9990,0.9452,,631.9423
34,,34,0.8711,1.0000,0.9472,,649.4880
35,,35,0.8711,0.9990,0.9487,,667.0685
36,,36,0.8711,1.0000,0.9482,,685.2332
37,,eval,0.8711,1.0000,0.9482,0.9535,692.2638
