,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4385,0.7148,0.6739,,19.1366
1,,1,1.2334,0.8213,0.7927,,37.9981
2,,2,1.1553,0.8711,0.8465,,56.4332
3,,3,1.1348,0.8574,0.8328,,74.5662
4,,4,1.1094,0.8828,0.8106,,92.7965
5,,5,1.1230,0.8750,0.8042,,110.2414
6,,6,1.1201,0.8789,0.8269,,126.0623
7,,7,1.0752,0.8984,0.8418,,142.2497
8,,8,1.0811,0.8877,0.8542,,158.3142
9,,9,1.0693,0.8955,0.8062,,174.4817
10,,10,1.0801,0.8906,0.8582,,190.6698
11,,11,1.0693,0.8828,0.8559,,206.9639
12,,12,1.0654,0.8955,0.7922,,223.1232
13,,13,1.0225,0.9219,0.8607,,239.2760
14,,14,1.0586,0.9072,0.8764,,255.6570
15,,15,1.0479,0.9062,0.8655,,271.9347
16,,16,1.0332,0.9160,0.8898,,288.2697
17,,17,1.0312,0.9160,0.8456,,304.6022
18,,18,1.0391,0.9082,0.8738,,321.0126
19,,19,1.0156,0.9199,0.8961,,337.2336
20,,20,1.0049,0.9297,0.8907,,353.6532
21,,21,0.9658,0.9531,0.9072,,369.8288
22,,22,0.9980,0.9287,0.8989,,386.0805
23,,23,0.9702,0.9541,0.9054,,402.3227
24,,24,0.9702,0.9443,0.9153,,418.7730
25,,25,0.9634,0.9521,0.9029,,433.7635
26,,26,0.9268,0.9766,0.9161,,448.1788
27,,27,0.9282,0.9717,0.9163,,462.4529
28,,28,0.9102,0.9805,0.9284,,476.7226
29,,29,0.9004,0.9883,0.9343,,491.1888
30,,30,0.8965,0.9893,0.9303,,505.3599
31,,31,0.8813,0.9961,0.9379,,519.7202
32,,32,0.8745,1.0000,0.9446,,534.0986
33,,33,0.8735,0.9990,0.9491,,548.5306
34,,34,0.8711,1.0000,0.9498,,562.9323
35,,35,0.8701,0.9990,0.9512,,577.3172
36,,36,0.8696,1.0000,0.9508,,591.6336
37,,eval,0.8696,1.0000,0.9508,0.9551,597.2933
