,run   ,epoch,train_loss,train_acc,val_acc,tta_val_acc,total_time_seconds
0,0,0,1.4004,0.7402,0.7147,,17.7347
1,,1,1.2129,0.8340,0.7822,,35.5845
2,,2,1.1445,0.8672,0.8307,,53.2172
3,,3,1.1338,0.8779,0.8104,,70.1911
4,,4,1.1289,0.8721,0.8319,,87.3284
5,,5,1.0996,0.8828,0.7918,,102.4494
6,,6,1.1260,0.8643,0.8151,,117.2883
7,,7,1.1016,0.8750,0.8589,,132.1425
8,,8,1.0830,0.8887,0.8522,,146.9621
9,,9,1.0771,0.8975,0.8123,,161.9135
10,,10,1.1025,0.8818,0.8313,,174.6597
11,,11,1.0752,0.8936,0.8460,,187.4337
12,,12,1.0918,0.8877,0.8485,,200.1975
13,,13,1.0430,0.9082,0.8772,,212.9338
14,,14,1.0586,0.8975,0.8638,,225.6874
15,,15,1.0312,0.9258,0.8580,,238.4810
16,,16,1.0381,0.9072,0.8631,,251.2600
17,,17,1.0293,0.9141,0.8722,,264.0463
18,,18,1.0391,0.9102,0.8420,,276.8989
19,,19,1.0088,0.9307,0.8919,,289.0204
20,,20,1.0039,0.9238,0.8977,,299.6540
21,,21,0.9727,0.9541,0.8908,,310.2527
22,,22,0.9829,0.9443,0.8947,,320.8536
23,,23,0.9644,0.9551,0.8887,,329.9915
24,,24,0.9629,0.9541,0.9074,,338.5006
25,,25,0.9663,0.9512,0.9122,,347.1897
26,,26,0.9243,0.9736,0.9156,,353.9214
27,,27,0.9399,0.9639,0.9141,,360.2951
28,,28,0.9067,0.9863,0.9205,,366.6468
29,,29,0.9038,0.9863,0.9344,,372.9911
30,,30,0.8950,0.9893,0.9313,,379.1845
31,,31,0.8799,0.9961,0.9412,,383.3945
32,,32,0.8774,0.9990,0.9384,,387.6018
33,,33,0.8740,0.9990,0.9479,,391.8116
34,,34,0.8716,1.0000,0.9496,,396.0097
35,,35,0.8711,1.0000,0.9485,,400.1960
36,,36,0.8701,1.0000,0.9493,,404.5155
37,,eval,0.8701,1.0000,0.9493,0.9542,405.5097
